make,model,mileage_mi,manufacture_year,engine_displacement,engine_power,body_type,transmission,door_count,seat_count,fuel_type,priceUSD,country,exterior_color,city
Honda,Civic,32051,2015,1800,143,Sedan,A,NA,5,Gasoline,14888,US,Black,Long Island City
Mercedes-Benz,E-Class,32094,2017,3000,329,Convertible,A,NA,4,Gasoline,37995,US,designo Diamond White Metallic,Long Island City
Chevrolet,Express,123120,2010,6000,323,Van,A,NA,15,Flex Fuel Vehicle,10800,US,White,Lodi
Toyota,RAV4,34505,2019,2500,203,SUV / Crossover,A,NA,5,Gasoline,20661,US,Silver Sky Metallic,Irvington
Dodge,Charger,0,2020,3600,300,Sedan,A,NA,5,Gasoline,34226,US,Red,Walled Lake
INFINITI,QX80,14579,2019,5600,400,SUV / Crossover,A,NA,8,Gasoline,51995,US,Hermosa Blue,Wall Township
Mazda,MAZDA3,6686,2018,2500,184,Hatchback,M,NA,5,Gasoline,21488,US,Deep Crystal Blue Mica,Hempstead
Mercedes-Benz,GLE-Class,39734,2017,3500,302,SUV / Crossover,A,NA,5,Gasoline,33888,US,Polar White,Long Island City
Cadillac,XT6,1681,2020,3600,310,SUV / Crossover,A,NA,7,Gasoline,52987,US,Red Horizon Tintcoat,Coldwater
Volkswagen,Jetta,83602,2014,2000,140,Sedan,A,NA,NA,Diesel,5999,US,BLACK,Wood-Ridge
Ford,Ranger,65715,2011,4000,207,Pickup Truck,M,NA,4,Gasoline,9999,US,SILVER,Wood-Ridge
Audi,A6,1529,2019,3000,335,Sedan,A,NA,5,Gasoline,43995,US,Mythos Black Metallic,Wall Township
Ford,Edge,3,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,36069,US,Star White Metallic Tri-Coat,Holly
Nissan,Xterra,121568,2009,4000,261,SUV / Crossover,A,NA,5,Gasoline,5999,US,SILVER,Wood-Ridge
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,41269,US,DP BLK PRL,New York
Honda,Accord,168048,2006,2400,166,Sedan,M,NA,5,Gasoline,2899,US,BRONZE,Wood-Ridge
Ford,F-150,137525,2010,5400,320,Pickup Truck,A,NA,6,Gasoline,10900,US,Charcoal,Lodi
Maserati,Ghibli,36370,2017,3000,404,Sedan,A,NA,5,Gasoline,35995,US,Bianco,Wall Township
Kia,Sorento,34405,2019,3300,290,SUV / Crossover,A,NA,7,Gasoline,17497,US,Imperial Blue,Irvington
BMW,5 Series,95490,2013,2000,240,Sedan,A,NA,5,Gasoline,14995,US,Alpine White,Long Island City
Subaru,Impreza,86276,2016,2000,NA,Sedan,A,NA,5,Gasoline,10888,US,Crystal White Pearl,Long Island City
Chrysler,Pacifica,44315,2017,3600,287,Minivan,A,NA,8,Gasoline,26987,US,Granite Crystal Metallic Clearcoat,Coldwater
Chevrolet,Equinox,105789,2012,2400,182,SUV / Crossover,A,NA,5,Gasoline,9900,US,Silver,Battle Creek
BMW,X5,6517,2019,3000,335,SUV / Crossover,A,NA,7,Gasoline,53995,US,Alpine White,Wall Township
Volkswagen,Atlas Cross Sport,0,2020,2000,NA,SUV / Crossover,A,NA,5,Gasoline,33785,US,TOURMALINE BLUE,New York
Dodge,Durango,0,2020,3600,295,SUV / Crossover,A,NA,7,Gasoline,36415,US,Reactor Blue Pearlcoat,West Islip
Kia,Sorento,157753,2011,3500,276,SUV / Crossover,A,NA,7,Gasoline,5399,US,SILVER,Wood-Ridge
Subaru,Crosstrek,45680,2017,2000,NA,SUV / Crossover,A,NA,5,Gasoline,20995,US,Venetian Red Pearl,Long Island City
Ford,Fusion,0,2020,1500,181,Sedan,A,NA,5,Gasoline,27550,US,Agate Black,New Hudson
Ford,F-150,0,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,48324,US,Agate Black,Detroit
Ford,Focus,164268,2012,2000,160,Hatchback,A,NA,5,Gasoline,3399,US,RED,Wood-Ridge
Toyota,Camry,15162,2016,2500,178,Sedan,A,NA,5,Gasoline,15495,US,Super White,Long Island City
Lexus,RX Hybrid,16012,2018,3500,NA,SUV / Crossover,A,NA,6,Hybrid,43995,US,Eminent White Pearl,Wall Township
Volkswagen,Atlas Cross Sport,0,2020,2000,NA,SUV / Crossover,A,NA,5,Gasoline,33785,US,PURE WHITE,New York
Land Rover,Range Rover Sport,24549,2017,3000,380,SUV / Crossover,A,NA,7,Gasoline,52995,US,Carpathian Gray,Wall Township
Toyota,Sienna,186478,2006,3300,215,Minivan,A,NA,7,Gasoline,2799,US,BLUE,Wood-Ridge
Ford,EcoSport,0,2020,2000,166,SUV / Crossover,A,NA,5,Gasoline,27577,US,Diamond Wht,New Hudson
Subaru,Forester,172730,2009,2500,170,SUV / Crossover,M,NA,5,Gasoline,3199,US,BLUE,Wood-Ridge
Ford,F-150,7,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,37712,US,Lead Foot,Holly
Cadillac,CTS,8983,2017,2000,268,Sedan,A,NA,5,Gasoline,28888,US,Radiant Silver Metallic,Long Island City
Chrysler,Town & Country,98060,2012,3600,283,Minivan,A,NA,7,Flex Fuel Vehicle,6433,US,Deep Cherry Red Crystal Pearl,Irvington
Audi,A6,5347,2019,3000,335,Sedan,A,NA,5,Gasoline,43995,US,Firmament Blue Metallic,Wall Township
Ford,Fusion,0,2020,2000,NA,Sedan,A,NA,5,Gasoline,26110,US,Agate Black,New Hudson
Dodge,Charger,0,2020,3600,300,Sedan,A,NA,5,Gasoline,34226,US,Granite,Walled Lake
Honda,Element,187024,2011,2400,166,SUV / Crossover,A,NA,4,Gasoline,7000,US,Charcoal,Lodi
Mercedes-Benz,C-Class,43227,2018,2000,241,Sedan,A,NA,5,Gasoline,27995,US,Polar White,Long Island City
Volkswagen,Atlas,0,2018,3600,NA,SUV / Crossover,A,NA,7,Gasoline,41155,US,DEEP BLACK PEARL EFFECT,New York
Mercedes-Benz,GLS-Class,11171,2019,3000,362,SUV / Crossover,A,NA,7,Gasoline,54995,US,Black,Wall Township
Kia,Forte,113995,2010,2000,156,Sedan,A,NA,5,Gasoline,3999,US,GRAY,Wood-Ridge
Lexus,ES 350,12462,2017,3500,268,Sedan,A,NA,5,Gasoline,28995,US,Black,Long Island City
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,41269,US,PURE WHT,New York
Ford,Explorer,27,2020,2300,NA,SUV / Crossover,A,NA,7,Gasoline,38797,US,Rapid Red Metallic Tinted Clearcoat,Holly
Audi,A8,8866,2019,3000,335,Sedan,A,NA,5,Gasoline,59995,US,Mythos Black Metallic,Wall Township
Ford,Fusion,18733,2017,2000,181,Sedan,A,NA,5,Gasoline,17995,US,Magnetic,Detroit
Land Rover,Range Rover Sport,81553,2014,5000,510,SUV / Crossover,A,NA,7,Gasoline,28995,US,Barolo Black Metallic,Jamaica
Chevrolet,Equinox,124016,2011,2400,264,SUV / Crossover,A,NA,5,Gasoline,6900,US,Silver,Battle Creek
Volkswagen,Jetta,17687,2017,1400,150,Sedan,A,NA,5,Gasoline,15888,US,White Silver Metallic,Long Island City
Dodge,Journey,150288,2010,3500,235,SUV / Crossover,A,NA,7,Gasoline,3699,US,GRAY,Wood-Ridge
Dodge,RAM 1500,125283,2008,3700,345,Pickup Truck,A,NA,3,Gasoline,4399,US,WHITE,Wood-Ridge
Volkswagen,Tiguan,12804,2018,2000,184,SUV / Crossover,A,NA,7,Gasoline,15995,US,Silk Blue Metallic,Jamaica
Ford,Escape,19650,2018,2000,245,SUV / Crossover,A,NA,5,Gasoline,22888,US,Magnetic Metallic,Long Island City
Toyota,Camry,184676,2005,2400,160,Sedan,A,NA,5,Gasoline,2999,US,GRAY,Wood-Ridge
Jeep,Grand Cherokee,44871,2019,3600,360,SUV / Crossover,A,NA,5,Gasoline,27326,US,Bright White Clearcoat,Irvington
Volkswagen,Atlas,1368,2019,3600,NA,SUV / Crossover,A,NA,7,Gasoline,35995,US,Platinum Gray Metallic,Wall Township
BMW,5 Series,17470,2018,4400,456,Sedan,A,NA,5,Gasoline,46995,US,Black Sapphire Metallic,Wall Township
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,33820,US,PYRITE SILV MET,New York
Ford,Fusion,0,2020,2000,NA,Sedan,A,NA,5,Gasoline,26110,US,Oxford White,New Hudson
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,33820,US,DP BLK PRL,New York
Kia,Forte5,132060,2011,2000,156,Hatchback,A,NA,5,Gasoline,3199,US,SILVER,Wood-Ridge
Toyota,Camry,198152,2013,2500,178,Sedan,A,NA,5,Gasoline,5995,US,Red,Long Island City
Ford,Flex,123282,2012,3500,262,SUV / Crossover,A,NA,7,Gasoline,6499,US,GREY,Wood-Ridge
Nissan,Altima,54546,2018,2500,179,Sedan,A,NA,5,Gasoline,12623,US,GRAY,Irvington
Mercedes-Benz,GLS-Class,7696,2019,3000,362,SUV / Crossover,A,NA,7,Gasoline,59995,US,Black,Wall Township
Honda,Accord,168699,2008,2400,177,Sedan,M,NA,5,Gasoline,3999,US,WHITE,Wood-Ridge
Land Rover,LR4,140000,2012,5000,375,SUV / Crossover,A,NA,7,Gasoline,12999,US,Santorini Black Metallic,Jamaica
INFINITI,Q50,41445,2017,3000,300,Sedan,A,NA,5,Gasoline,24995,US,Graphite Shadow,Long Island City
Mercedes-Benz,CLS-Class,3036,2020,3000,362,Coupe,A,NA,5,Gasoline,63995,US,designo Diamond White,Wall Township
Honda,Accord,21303,2017,2400,185,Sedan,A,NA,5,Gasoline,15888,US,Crystal Black Pearl,Long Island City
Dodge,Charger,67305,2016,3600,292,Sedan,A,NA,5,Gasoline,18995,US,Pitch Black Clearcoat,Long Island City
Volkswagen,Jetta,20639,2017,1400,150,Sedan,A,NA,5,Gasoline,15995,US,Silk Blue Metallic,Long Island City
Nissan,Altima,70324,2011,2500,175,Sedan,A,NA,5,Gasoline,4699,US,BLUE,Wood-Ridge
Subaru,Impreza,133315,2007,2500,173,Sedan,A,NA,5,Gasoline,3599,US,GRAY,Wood-Ridge
Ford,Expedition,25835,2019,3500,375,SUV / Crossover,A,NA,8,Gasoline,46995,US,Ruby Red Metallic Tinted Clearcoat,Wall Township
Honda,Pilot,6672,2020,3500,280,SUV / Crossover,A,NA,7,Gasoline,35995,US,Modern Steel Metallic,Wall Township
Volvo,XC90,41630,2017,2000,316,SUV / Crossover,A,NA,7,Gasoline,35888,US,Onyx Black Metallic,Long Island City
Ford,F-150,188568,2007,4200,300,Pickup Truck,A,NA,3,Gasoline,2999,US,SILVER,Wood-Ridge
Mercedes-Benz,E-Class,46105,2017,2000,241,Sedan,A,NA,5,Gasoline,26995,US,Lunar Blue Metallic,Jamaica
GMC,Acadia,117464,2015,3600,281,SUV / Crossover,A,NA,8,Gasoline,16497,US,Dark Sapphire Blue Metallic,Coldwater
Chrysler,Pacifica,0,2020,3600,287,Minivan,A,NA,8,Gasoline,34307,US,Bright White Clearcoat,West Islip
Ford,Edge,10,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,36080,US,Star White Metallic Tri-Coat,Holly
RAM,1500,0,2020,5700,395,Pickup Truck,A,NA,6,Gasoline,41687,US,Delmonico Red Pearlcoat,West Islip
Chevrolet,HHR,141949,2009,2400,172,Wagon,A,NA,5,Flex Fuel Vehicle,3900,US,Gray,Battle Creek
Toyota,Camry Hybrid,148098,2007,2400,187,Sedan,A,NA,5,Hybrid,3899,US,BEIGE,Wood-Ridge
BMW,X7,4822,2019,3000,335,SUV / Crossover,A,NA,7,Gasoline,63995,US,Black Sapphire Metallic,Wall Township
Volkswagen,Atlas Cross Sport,0,2020,3600,NA,SUV / Crossover,A,NA,5,Gasoline,41985,US,PACIFIC BLU MET,New York
Volkswagen,Atlas Cross Sport,0,2020,3600,NA,SUV / Crossover,A,NA,5,Gasoline,41730,US,PURE GRY,New York
Chevrolet,Trax,14503,2018,1400,138,SUV / Crossover,A,NA,5,Gasoline,17888,US,Cajun Red Tintcoat,Long Island City
Toyota,Avalon Hybrid,158699,2014,2500,200,Sedan,A,NA,5,Hybrid,8995,US,Blue,Long Island City
Volvo,XC90,7503,2018,2000,400,SUV / Crossover,A,NA,7,Gasoline,47995,US,Electric Silver Metallic,Wall Township
Nissan,Sentra,10719,2017,1800,130,Sedan,A,NA,5,Gasoline,15995,US,Brilliant Silver,Long Island City
Jaguar,F-TYPE,22920,2017,3000,340,Convertible,A,NA,2,Gasoline,36495,US,Ebony Black,Wall Township
Chrysler,200,120846,2014,2400,173,Sedan,A,NA,5,Gasoline,3599,US,RED,Wood-Ridge
Mercedes-Benz,G-Class,42765,2015,5500,563,SUV / Crossover,A,NA,5,Gasoline,85000,US,designo Graphite,Jamaica
Volkswagen,Passat,25955,2017,1800,170,Sedan,A,NA,5,Gasoline,16495,US,Platinum Gray Metallic,Long Island City
Subaru,Legacy,57848,2017,2500,175,Sedan,A,NA,5,Gasoline,15995,US,Twilight Blue Metallic,Long Island City
Nissan,NV Cargo,125710,2014,4000,261,Van,A,NA,2,Gasoline,12800,US,White,Lodi
Hyundai,Accent,121824,2013,1600,138,Hatchback,A,NA,5,Gasoline,3599,US,TAN,Wood-Ridge
Lexus,LC,13980,2018,5000,471,Coupe,A,NA,4,Gasoline,64995,US,Smoky Granite Mica,Wall Township
RAM,1500,0,2020,3600,395,Pickup Truck,A,NA,6,Flex Fuel Vehicle,36346,US,Granite Crystal Metallic Clearcoat,West Islip
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,33820,US,DP BLK PRL,New York
Ford,Explorer,15862,2017,3500,290,SUV / Crossover,A,NA,7,Gasoline,29888,US,Smoked Quartz Metallic Tinted Clearcoat,Long Island City
Cadillac,SRX,154410,2013,3600,308,SUV / Crossover,A,NA,5,Flex Fuel Vehicle,7299,US,GRAY,Wood-Ridge
Dodge,Dakota,145458,2009,3700,302,Pickup Truck,A,NA,6,Gasoline,6999,US,BEIGE,Wood-Ridge
Land Rover,Range Rover,20837,2017,5000,510,SUV / Crossover,A,NA,5,Gasoline,63995,US,Aruba,Wall Township
Nissan,Versa,140582,2011,1800,122,Hatchback,A,NA,5,Gasoline,2199,US,SILVER,Wood-Ridge
Dodge,Durango,35845,2019,3600,295,SUV / Crossover,A,NA,7,Gasoline,27999,US,Granite Clearcoat,Jamaica
RAM,1500,0,2020,5700,395,Pickup Truck,A,NA,6,Gasoline,41779,US,Granite Crystal Metallic Clearcoat,West Islip
Mercedes-Benz,GLC-Class,8491,2019,3000,362,SUV / Crossover,A,NA,5,Gasoline,47995,US,Polar White,Wall Township
Volvo,XC40,18062,2019,2000,248,SUV / Crossover,A,NA,5,Gasoline,36698,US,Ice White,Hasbrouck Heights
Volvo,XC40,0,2021,2000,248,SUV / Crossover,A,NA,5,Gasoline,43035,US,Crystal White,Hasbrouck Heights
Volvo,XC40,0,2021,2000,248,SUV / Crossover,A,NA,5,Gasoline,43035,US,Crystal White,Hasbrouck Heights
Ford,Fusion,0,2020,2500,181,Sedan,A,NA,5,Gasoline,24859,US,White Platinum Met Tri-Coat,New Hudson
Ford,Edge,2,2020,2700,335,SUV / Crossover,A,NA,5,Gasoline,37728,US,Agate Black,Holly
Toyota,Supra,411,2020,3000,NA,Coupe,A,NA,2,Gasoline,47995,US,Turbulence Gray,Wall Township
Lincoln,Town Car,166631,2009,4600,239,Sedan,A,NA,6,Flex Fuel Vehicle,6000,US,Black,Lodi
Land Rover,Range Rover,20726,2013,5000,510,SUV / Crossover,A,NA,5,Gasoline,45995,US,Fuji White,Jamaica
Volkswagen,Jetta,12066,2017,1400,150,Sedan,A,NA,5,Gasoline,16495,US,Black,Long Island City
Ford,E-Series,106278,2011,5400,255,Van,A,NA,2,Flex Fuel Vehicle,10888,US,White,Long Island City
Subaru,Forester,47467,2017,2500,170,SUV / Crossover,A,NA,5,Gasoline,17995,US,Jasmine Green Metallic,Long Island City
Volkswagen,Atlas,0,2021,2000,NA,SUV / Crossover,A,NA,7,Gasoline,34465,US,PLATINUM GRY ME,New York
Volkswagen,Passat,32905,2017,1800,170,Sedan,A,NA,5,Gasoline,16495,US,Pure White,Long Island City
Volvo,XC60,0,2020,2000,316,SUV / Crossover,A,NA,5,Gasoline,52490,US,Crystal White,Hasbrouck Heights
Jeep,Compass,118409,2012,2400,172,SUV / Crossover,A,NA,5,Gasoline,4199,US,SILVER,Wood-Ridge
Honda,Civic Coupe,129152,2013,1800,140,Coupe,A,NA,5,Gasoline,5999,US,BLACK,Wood-Ridge
Jeep,Gladiator,0,2020,3600,285,Pickup Truck,A,NA,5,Gasoline,41848,US,Granite Crystal Metallic Clearcoat,West Islip
Chevrolet,Silverado 1500,148011,2010,6200,403,Pickup Truck,A,NA,6,Flex Fuel Vehicle,9999,US,GRAY,Wood-Ridge
Chevrolet,Equinox,151793,2007,3400,185,SUV / Crossover,A,NA,5,Gasoline,3099,US,BLACK,Wood-Ridge
Bentley,Mulsanne,21000,2012,6800,505,Sedan,A,NA,5,Gasoline,107995,US,Antique Gold Metallic,Jamaica
Porsche,Cayenne,357,2019,2900,440,SUV / Crossover,A,NA,5,Gasoline,69995,US,White,Wall Township
Chevrolet,Sonic,2,2020,1400,138,Hatchback,A,NA,5,Gasoline,18139,US,Kinetic Blue Metallic,Coldwater
Mercedes-Benz,AMG GT,10768,2016,4000,503,Coupe,A,NA,2,Gasoline,74995,US,Selenite Grey Metallic,Wall Township
Toyota,4Runner,173410,2011,4000,270,SUV / Crossover,A,NA,7,Gasoline,15800,US,Black,Lodi
Ford,Escape,9011,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,25995,US,Ingot Silver Metallic,Clinton Township
BMW,X3,1192,2019,3000,355,SUV / Crossover,A,NA,5,Gasoline,47995,US,Phytonic Blue Metallic,Wall Township
Jeep,Cherokee,0,2020,3200,270,SUV / Crossover,A,NA,5,Gasoline,33056,US,Bright White Clearcoat,Walled Lake
Toyota,Camry,123003,2015,2500,178,Sedan,A,NA,5,Gasoline,10888,US,Black,Long Island City
Land Rover,Range Rover Sport,33952,2018,3000,380,SUV / Crossover,A,NA,7,Gasoline,64995,US,Red,Clinton Township
Volkswagen,Atlas,0,2021,3600,NA,SUV / Crossover,A,NA,7,Gasoline,42090,US,TOURMALINE BLU,New York
Volvo,S60,34696,2017,2000,240,Sedan,A,NA,5,Gasoline,18495,US,Crystal White,Hasbrouck Heights
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,34565,US,CARDINAL RED,New York
Volvo,XC60,0,2020,2000,316,SUV / Crossover,A,NA,5,Gasoline,52490,US,Onyx Black,Hasbrouck Heights
Toyota,Sienna,121666,2007,3500,266,Minivan,A,NA,7,Gasoline,4399,US,SILVER,Wood-Ridge
Ford,Edge,18584,2016,2000,245,SUV / Crossover,A,NA,5,Gasoline,17995,US,Shadow Black,Clinton Township
Volvo,XC40,1959,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,43465,US,Onyx Black,Hasbrouck Heights
Honda,Odyssey,166160,2010,3500,244,Minivan,A,NA,8,Gasoline,6800,US,Silver,Lodi
GMC,Acadia,25798,2017,3600,310,SUV / Crossover,A,NA,7,Gasoline,28888,US,Ebony Twilight Metallic,Long Island City
Volvo,XC40,1544,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,43465,US,Thunder Gray,Hasbrouck Heights
Mercedes-Benz,SL-Class,27253,2017,3000,362,Convertible,A,NA,2,Gasoline,48995,US,designo Diamond White Metallic,Wall Township
Ford,Escape,7816,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,24995,US,White,Clinton Township
Jeep,Wrangler Unlimited,0,2021,3000,260,SUV / Crossover,A,NA,5,Gasoline,42153,US,Sarge Green Clearcoat,West Islip
Chevrolet,Tahoe,190965,2005,5300,295,SUV / Crossover,A,NA,8,Gasoline,3199,US,TAN,Wood-Ridge
Ford,Fusion,100017,2013,2000,240,Sedan,A,NA,5,Gasoline,9995,US,Red,Clinton Township
Chrysler,Town & Country,32507,2016,3600,283,Minivan,A,NA,7,Flex Fuel Vehicle,16995,US,Brilliant Black Crystal Pearlcoat,Long Island City
Volkswagen,Atlas,0,2021,3600,NA,SUV / Crossover,A,NA,7,Gasoline,42090,US,PLATINUM GRY ME,New York
Acura,RL,188848,2011,3700,300,Sedan,A,NA,5,Gasoline,7200,US,White,Lodi
Dodge,Dakota,112374,2006,4700,260,Pickup Truck,A,NA,6,Gasoline,5199,US,SILVER,Wood-Ridge
Ford,Taurus,163976,2013,3500,240,Sedan,A,NA,5,Gasoline,6995,US,Ingot Silver Metallic,Clinton Township
Maserati,Levante,36744,2017,3000,345,SUV / Crossover,A,NA,5,Gasoline,44995,US,Bianco,Jamaica
Ford,Fusion,0,2020,2500,181,Sedan,A,NA,5,Gasoline,24859,US,White Platinum Met Tri-Coat,New Hudson
Chevrolet,Traverse,98557,2012,3600,281,SUV / Crossover,A,NA,8,Gasoline,10888,US,Silver Ice Metallic,Long Island City
BMW,X7,4358,2019,4400,456,SUV / Crossover,A,NA,7,Gasoline,75995,US,Black Sapphire Metallic,Wall Township
Bentley,Continental GT,17000,2016,4000,500,Coupe,A,NA,4,Gasoline,114995,US,Ghost White 3 Coat Pearlescent,Jamaica
Jeep,Cherokee,0,2020,3200,270,SUV / Crossover,A,NA,5,Gasoline,33270,US,Granite Crystal Metallic Clearcoat,Walled Lake
Dodge,Durango,0,2020,3600,293,SUV / Crossover,A,NA,7,Gasoline,36574,US,Vice White,West Islip
Mazda,MAZDA3,31026,2017,2500,184,Hatchback,M,NA,5,Gasoline,15888,US,Machine Gray Metallic,Long Island City
Ford,Fusion,26556,2018,2000,181,Sedan,A,NA,5,Gasoline,16995,US,Ruby Red Metallic Tinted Clearcoat,Long Island City
Subaru,Forester,153777,2009,2500,170,SUV / Crossover,A,NA,5,Gasoline,4499,US,SILVER,Wood-Ridge
Audi,SQ5,5765,2019,3000,349,SUV / Crossover,A,NA,5,Gasoline,48995,US,Daytona Gray Pearl Effect,Wall Township
Jeep,Cherokee,0,2020,3200,270,SUV / Crossover,A,NA,5,Gasoline,31663,US,Bright White Clearcoat,Walled Lake
Toyota,Corolla,141708,2012,1800,132,Sedan,A,NA,5,Gasoline,7500,US,Gray,Long Island City
Chevrolet,Equinox,16364,2017,2400,301,SUV / Crossover,A,NA,5,Gasoline,19987,US,Blue Velvet Metallic,Coldwater
Nissan,Altima,118716,2015,2500,182,Sedan,A,NA,5,Gasoline,8800,US,Black,Lodi
Volvo,XC40,22155,2019,2000,248,SUV / Crossover,A,NA,5,Gasoline,36995,US,Fusion Red,Hasbrouck Heights
Jeep,Wrangler Unlimited,0,2020,2000,260,SUV / Crossover,A,NA,5,Gasoline,42446,US,Ocean Blue Metallic Clearcoat,West Islip
BMW,i8,34772,2015,1500,NA,Coupe,A,NA,4,Gasoline,63995,US,Protonic Blue Metallic w/Frozen Gray Accent,Jamaica
Volvo,XC60,18320,2017,2000,302,SUV / Crossover,A,NA,5,Gasoline,27995,US,Bright Silver,Hasbrouck Heights
Ford,F-150,0,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,51331,US,Oxford White,Detroit
Ford,F-150,0,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,48432,US,Magnetic,Detroit
Volvo,XC40,1804,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,43465,US,Onyx Black,Hasbrouck Heights
Volvo,XC40,1585,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,43925,US,Onyx Black,Hasbrouck Heights
Chevrolet,Silverado 1500,165338,2006,5300,295,Pickup Truck,A,NA,3,Gasoline,4999,US,WHITE,Wood-Ridge
Volkswagen,Atlas,0,2021,2000,NA,SUV / Crossover,A,NA,7,Gasoline,34835,US,PURE WHT,New York
Lincoln,Navigator,130,2019,3500,450,SUV / Crossover,A,NA,8,Gasoline,74995,US,Blue Diamond Metallic,Wall Township
Ford,Edge,6,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,36081,US,Star White Metallic Tri-Coat,Holly
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,35040,US,SILK BLU MET,New York
Dodge,Charger,0,2020,3600,300,Sedan,A,NA,5,Gasoline,34267,US,White,Walled Lake
Volvo,XC60,0,2020,2000,316,SUV / Crossover,A,NA,5,Gasoline,52490,US,Osmium Gray,Hasbrouck Heights
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53010,US,Crystal White,Hasbrouck Heights
Volkswagen,Atlas,0,2021,3600,NA,SUV / Crossover,A,NA,7,Gasoline,42474,US,PURE WHT,New York
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,27583,US,Ingot Silv Met,New Hudson
Scion,xD,123909,2012,1800,128,Hatchback,A,NA,5,Gasoline,5800,US,Charcoal,Lodi
Chrysler,Pacifica,0,2020,3600,287,Minivan,A,NA,8,Gasoline,36821,US,Ceramic Gray Clearcoat,West Islip
Honda,CR-V,163572,2013,2400,185,SUV / Crossover,A,NA,5,Gasoline,9999,US,Charcoal,Lodi
Chevrolet,Silverado 1500,130115,2004,5300,295,Pickup Truck,A,NA,6,Gasoline,4099,US,SILVER,Wood-Ridge
Ford,F-150,14461,2018,3500,395,Pickup Truck,A,NA,6,Gasoline,39775,US,Ruby Red Metallic Tinted Clearcoat Magnetic,Detroit
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,27583,US,Ingot Silv Met,New Hudson
Toyota,Sienna,15305,2017,3500,296,Minivan,A,NA,8,Gasoline,27995,US,Predawn Gray Mica,Long Island City
Ford,E-Series,138786,2011,5400,305,Van,A,NA,2,Flex Fuel Vehicle,10888,US,White,Long Island City
Acura,RDX,103743,2012,2300,240,SUV / Crossover,A,NA,5,Gasoline,11495,US,Black,Hasbrouck Heights
Ford,F-150,172737,2004,5400,300,Pickup Truck,A,NA,6,Gasoline,4199,US,GOLD,Wood-Ridge
Mazda,MAZDA5,144279,2008,2300,153,Minivan,A,NA,6,Gasoline,2899,US,SILVER,Wood-Ridge
Ford,F-150,0,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,51354,US,Iconic Silver,Detroit
BMW,5 Series,20622,2018,4400,456,Sedan,A,NA,5,Gasoline,48995,US,Carbon Black Metallic,Wall Township
Ford,Ranger,163795,2005,4000,207,Pickup Truck,A,NA,5,Gasoline,3999,US,BLACK,Wood-Ridge
BMW,5 Series,43337,2017,3000,335,Sedan,A,NA,5,Gasoline,38999,US,Alpine White,Jamaica
Ford,Fusion,0,2020,2500,181,Sedan,A,NA,5,Gasoline,26149,US,Agate Black,New Hudson
Audi,A4,18778,2017,2000,252,Sedan,A,NA,5,Gasoline,25995,US,Tango Red Metallic,Long Island City
Porsche,Cayenne,32010,2016,3600,300,SUV / Crossover,A,NA,5,Gasoline,38888,US,Meteor Gray Metallic,Long Island City
Nissan,Altima,30067,2017,2500,182,Sedan,A,NA,5,Gasoline,16995,US,Glacier White,Long Island City
Dodge,Durango,0,2020,3600,293,SUV / Crossover,A,NA,7,Gasoline,34602,US,White Knuckle Clearcoat,West Islip
Mercedes-Benz,G-Class,45697,2017,5500,563,SUV / Crossover,A,NA,5,Gasoline,83995,US,designo Mystic Blue,Wall Township
Volvo,XC40,2166,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,43925,US,Glacier,Hasbrouck Heights
Volvo,XC40,0,2021,2000,248,SUV / Crossover,A,NA,5,Gasoline,44140,US,Crystal White,Hasbrouck Heights
Dodge,Charger,0,2020,3600,300,Sedan,A,NA,5,Gasoline,34267,US,Pitch Black Clearcoat,Walled Lake
Ford,Fusion,68872,2017,2000,181,Sedan,A,NA,5,Gasoline,12900,US,Charcoal,Battle Creek
