make,model,mileage_mi,manufacture_year,engine_displacement,engine_power,body_type,transmission,door_count,seat_count,fuel_type,priceUSD,country,exterior_color,city
Dodge,RAM 1500,110274,2004,5700,240,Pickup Truck,A,NA,3,Gasoline,6900,US,Red,Royal Oak
Kia,Sportage,17,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27035,US,RED,Danbury
BMW,X5,33519,2018,3000,300,SUV / Crossover,A,NA,7,Gasoline,39975,US,Alpine White,Darien
Chevrolet,Malibu,0,2020,2000,250,Sedan,A,NA,5,Gasoline,31640,US,Shadow Gray Metallic,Douglaston
Mercedes-Benz,SLC-Class,4,2020,3000,385,Convertible,A,NA,2,Gasoline,73210,US,White,Paramus
Mercedes-Benz,C-Class,25600,2018,2000,241,Sedan,A,NA,5,Gasoline,34000,US,designo Cardinal Red Metallic,Okemos
Hyundai,Tucson,26,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26710,US,WHITE,Danbury
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,20874,US,Summit White,Douglaston
Toyota,Highlander,87457,2003,3000,220,SUV / Crossover,A,NA,5,Gasoline,6975,US,Millennium Silver,South River
BMW,X3,10,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,49185,US,Phytonic Blue Metallic,Darien
Dodge,Durango,10574,2017,3600,295,SUV / Crossover,A,NA,7,Gasoline,29975,US,Blu By You Pearlcoat,South River
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,8,Gasoline,31595,US,Summit White,Douglaston
Ford,F-150,6,2020,5000,395,Pickup Truck,A,NA,6,Flex Fuel Vehicle,45787,US,Agate Black Metallic,Troy
Ford,F-150,5,2020,5000,395,Pickup Truck,A,NA,6,Flex Fuel Vehicle,45707,US,Agate Black Metallic,Troy
Subaru,Forester,34515,2015,2500,170,SUV / Crossover,A,NA,5,Gasoline,17975,US,Ice Silver Metallic,South River
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26710,US,RED,Danbury
Volkswagen,Passat,18893,2014,2000,140,Sedan,A,NA,5,Diesel,17391,US,Reflex Silver Metallic,Lititz
Kia,Sportage,14,2021,2400,181,SUV / Crossover,A,NA,5,Gasoline,26765,US,COPPER,Danbury
BMW,X3,7,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,49185,US,Blue Metallic,Darien
BMW,X2,4899,2020,2000,228,SUV / Crossover,A,NA,5,Gasoline,39798,US,Alpine White,Okemos
Lincoln,Continental,0,2020,3700,305,Sedan,A,NA,5,Gasoline,53481,US,Iced Mocha,Novi
Jeep,Grand Cherokee,0,2020,3600,295,SUV / Crossover,A,NA,5,Gasoline,43695,US,Diamond Black Crystal Pearlcoat,Queens Village
Mercedes-Benz,S-Class,25,2020,3000,NA,Sedan,A,NA,5,Gasoline,106315,US,Black,Paramus
Hyundai,Elantra,68113,2017,2000,147,Sedan,A,NA,5,Gasoline,10099,US,Symphony Silver,Old Bridge
BMW,3 Series,14993,2017,2000,180,Sedan,A,NA,5,Gasoline,25975,US,Alpine White,Darien
Chevrolet,Camaro,64546,2012,6200,400,Convertible,A,NA,4,,14975,US,Black,South River
BMW,X3,24295,2017,2000,240,SUV / Crossover,A,NA,5,Gasoline,28975,US,Deep Sea Blue Metallic,Darien
Subaru,Impreza WRX,82134,2012,2500,265,Sedan,M,NA,5,Gasoline,15975,US,Satin White Pearl,South River
BMW,3 Series,26403,2017,2000,180,Sedan,A,NA,5,Gasoline,20575,US,Jet Black,Darien
Volkswagen,Jetta SportWagen,49241,2013,2000,140,Wagon,M,NA,5,Diesel,12575,US,Tempest Blue Metallic,South River
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29450,US,Agate Black Metallic,Clinton Township
Chevrolet,Malibu,0,2020,2000,250,Sedan,A,NA,5,Gasoline,31640,US,Summit White,Douglaston
Jeep,Wrangler Unlimited,63481,2016,3600,285,SUV / Crossover,A,NA,5,Gasoline,31495,US,Rhino Clearcoat,Lititz
Lincoln,MKZ,0,2020,2000,245,Sedan,A,NA,5,Gasoline,44577,US,Infinite Black,Troy
Toyota,Camry,23487,2018,2500,206,Sedan,A,NA,5,Gasoline,27995,US,Blue,Lititz
Kia,Sportage,4,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27040,US,RED,Danbury
Mercedes-Benz,S-Class,4,2020,4000,463,Sedan,A,NA,5,Gasoline,118595,US,Black,Paramus
BMW,M5,8528,2018,4400,600,Sedan,A,NA,5,Gasoline,89880,US,Singapore Gray Metallic,Shelby Township
Mercedes-Benz,S-Class,5,2020,3000,NA,Sedan,A,NA,5,Gasoline,106785,US,Black,Paramus
Nissan,Maxima,27059,2014,3500,290,Sedan,A,NA,5,Gasoline,15975,US,Gun Metallic,South River
Lincoln,Corsair,0,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,42383,US,Ingot Silver,Troy
Hyundai,Kona,0,2020,2000,147,SUV / Crossover,A,NA,5,Gasoline,27040,US,WHITE,Danbury
BMW,X3,6,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,49485,US,Blue Metallic,Darien
BMW,3 Series,4,2020,2000,255,Sedan,A,NA,5,Gasoline,55470,US,Portimao Blue Metallic,Okemos
Toyota,4Runner,77911,2010,4000,270,SUV / Crossover,A,NA,7,Gasoline,20575,US,Blizzard Pearl,South River
Jeep,Grand Cherokee,81771,2013,3600,290,SUV / Crossover,A,NA,5,Gasoline,13700,US,True Blue Pearl,Old Bridge
Hyundai,Santa Fe Sport,90452,2016,2400,190,SUV / Crossover,A,NA,5,Gasoline,11499,US,Sparkling Silver,Old Bridge
BMW,3 Series,20373,2017,2000,248,Sedan,A,NA,5,Gasoline,26975,US,Melbourne Red Metallic,Darien
Volkswagen,Jetta SportWagen,36646,2013,2000,140,Wagon,A,NA,5,Diesel,12575,US,White Diamond Tricoat,South River
Jeep,Grand Cherokee,0,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,43695,US,Velvet Red Pearlcoat,Queens Village
BMW,3 Series,4066,2020,2000,255,Sedan,A,NA,5,Gasoline,43575,US,Alpine White,Darien
Lincoln,MKZ Hybrid,0,2020,2000,188,Sedan,A,NA,5,Hybrid,42646,US,Infinite Black,Troy
Volkswagen,Touareg,88720,2014,3000,240,SUV / Crossover,A,NA,5,Diesel,18975,US,Canyon Gray Metallic,South River
Hyundai,Kona,0,2020,2000,147,SUV / Crossover,A,NA,5,Gasoline,26770,US,WHITE,Danbury
Lincoln,Nautilus,0,2020,2700,335,SUV / Crossover,A,NA,5,Gasoline,53568,US,Silver Radiance,Novi
BMW,X2,4248,2020,2000,228,SUV / Crossover,A,NA,5,Gasoline,38975,US,Jet Black,Darien
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,21953,US,Mosaic Black Metallic,Douglaston
BMW,X5,33266,2017,3000,300,SUV / Crossover,A,NA,7,Gasoline,32975,US,Mineral White Metallic,Darien
Mercedes-Benz,S-Class,9,2020,4000,463,Sedan,A,NA,5,Gasoline,118860,US,Black,Paramus
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26710,US,BLUE,Danbury
Dodge,Durango,0,2020,3600,295,SUV / Crossover,A,NA,7,Gasoline,49070,US,Octane Red Pearlcoat,Queens Village
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,21953,US,Mosaic Black Metallic,Douglaston
BMW,5 Series,51249,2016,3000,255,Sedan,A,NA,5,Diesel,29821,US,Glacier Silver Metallic,Shelby Township
BMW,3 Series,35016,2015,2000,180,Sedan,A,NA,5,Gasoline,16975,US,Glacier Silver Metallic,South River
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,8,Gasoline,41515,US,Mosaic Black Metallic,Douglaston
Hyundai,Kona,0,2020,2000,147,SUV / Crossover,A,NA,5,Gasoline,26770,US,WHITE,Danbury
Jeep,Grand Cherokee,2,2020,3000,360,SUV / Crossover,A,NA,5,Gasoline,48440,US,Bright White,Queens Village
Ford,F-150,38744,2017,3500,375,Pickup Truck,A,NA,6,Gasoline,40995,US,Red,Lititz
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,8,Gasoline,34515,US,Satin Steel Metallic,Douglaston
Mercedes-Benz,E-Class,9,2020,3000,362,Coupe,A,NA,4,Gasoline,74305,US,Polar White,Paramus
Pontiac,G8,42831,2009,6000,361,Sedan,A,NA,5,Gasoline,20300,US,Red,Royal Oak
BMW,X3,7,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,51195,US,Alpine White,Darien
Lincoln,MKZ,0,2020,2000,245,Sedan,A,NA,5,Gasoline,44577,US,Infinite Black,Troy
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,26730,US,WHITE,Danbury
Subaru,WRX,46954,2016,2000,268,Sedan,M,NA,5,Gasoline,20975,US,WR Blue Pearl,South River
Mercedes-Benz,GLA-Class,5171,2018,2000,208,SUV / Crossover,A,NA,5,Gasoline,30500,US,Canyon Beige Metallic,Okemos
Ford,Explorer,22289,2017,3500,290,SUV / Crossover,A,NA,7,Gasoline,32195,US,White Platinum Metallic Tri-Coat,Lititz
Chrysler,Pacifica,19001,2017,3600,287,Minivan,A,NA,8,Gasoline,16975,US,Bright White Clearcoat,South River
BMW,3 Series,4174,2020,2000,255,Sedan,A,NA,5,Gasoline,41275,US,Jet Black,Darien
Nissan,Rogue,53537,2014,2500,170,SUV / Crossover,A,NA,5,Gasoline,13800,US,Graphite Blue,Old Bridge
Hyundai,Genesis,29123,2015,3800,311,Sedan,A,NA,5,Gasoline,20975,US,Santiago Silver,South River
Ford,Taurus,107461,2014,3500,240,Sedan,A,NA,5,Gasoline,10499,US,Black,Shelby Charter Twp
Land Rover,Discovery Sport,5416,2017,2000,240,SUV / Crossover,A,NA,7,Gasoline,34975,US,Narvik Black,Darien
Kia,Sportage,20,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27040,US,RED,Danbury
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,8,Gasoline,34515,US,Summit White,Douglaston
Jeep,Wrangler Unlimited,78537,2010,3800,205,SUV / Crossover,A,NA,5,Gasoline,21975,US,Black,South River
Ford,Expedition,49775,2013,5400,310,SUV / Crossover,A,NA,8,Flex Fuel Vehicle,28691,US,Blue Jeans Metallic,Lititz
Mercedes-Benz,Sprinter,4,2020,3000,188,Van,A,NA,3,Diesel,71673,US,Gray,Paramus
Kia,Sportage,4,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27040,US,RED,Danbury
BMW,3 Series,4166,2020,2000,255,Sedan,A,NA,5,Gasoline,44431,US,Alpine White,Darien
Lincoln,Aviator,0,2020,3000,NA,SUV / Crossover,A,NA,7,Gasoline,65670,US,Red Carpet,Novi
BMW,2 Series,13,2020,2000,301,Sedan,A,NA,5,Gasoline,51245,US,Black Sapphire Metallic,Darien
BMW,X3,46650,2017,2000,240,SUV / Crossover,A,NA,5,Gasoline,25975,US,Deep Sea Blue Metallic,Darien
Jeep,Grand Cherokee,0,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,43695,US,Sangria,Queens Village
Toyota,Corolla,54076,2015,1800,132,Sedan,A,NA,5,Gasoline,11200,US,Brown,Old Bridge
Jeep,Wrangler Unlimited,15222,2017,3600,285,SUV / Crossover,M,NA,5,Gasoline,39995,US,Gobi Clearcoat,Lititz
Mercedes-Benz,S-Class,6,2020,4000,463,Sedan,A,NA,5,Gasoline,119710,US,White,Paramus
Lincoln,MKC,41756,2017,2300,275,SUV / Crossover,A,NA,5,Gasoline,23426,US,Black,Troy
BMW,X5,7979,2019,3000,335,SUV / Crossover,A,NA,7,Gasoline,70828,US,Black Sapphire,Shelby Township
BMW,X3,36753,2018,2000,248,SUV / Crossover,A,NA,5,Gasoline,36525,US,Blue Metallic,Shelby Township
Hyundai,Kona,0,2020,2000,147,SUV / Crossover,A,NA,5,Gasoline,26770,US,WHITE,Danbury
Dodge,Charger,0,2020,6400,485,Sedan,A,NA,5,Gasoline,50875,US,White Knuckle,Queens Village
Honda,Crosstour,37892,2014,3500,278,SUV / Crossover,A,NA,5,Gasoline,17975,US,MAROON,South River
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29845,US,Rapid Red Met Tinted Cc,Clinton Township
Kia,Sportage,1,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26805,US,GRAY,Danbury
Cadillac,XT5,47405,2017,3600,310,SUV / Crossover,A,NA,5,Gasoline,22750,US,Stellar Black Metallic,Okemos
Jaguar,XK-Series,77351,2007,4200,300,Coupe,A,NA,4,Gasoline,14575,US,Seafrost,South River
Lincoln,Aviator,0,2020,3000,494,SUV / Crossover,A,NA,7,Gasoline,75630,US,Pristine White,Novi
BMW,3 Series,4235,2020,2000,255,Sedan,A,NA,5,Gasoline,44464,US,Mineral Grey Metallic,Darien
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29845,US,Rapid Red Met Tinted Cc,Clinton Township
RAM,1500,80574,2011,5700,390,Pickup Truck,A,NA,5,Gasoline,20975,US,Bright White,South River
Mercedes-Benz,S-Class,11,2020,3000,NA,Sedan,A,NA,5,Gasoline,106815,US,Black,Paramus
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,21953,US,Nightfall Gray Metallic,Douglaston
Dodge,Durango,2,2020,3600,295,SUV / Crossover,A,NA,7,Gasoline,43930,US,White Knuckle,Queens Village
Jeep,Renegade,60488,2016,2400,180,SUV / Crossover,A,NA,5,Gasoline,18991,US,Jetset Blue,Lititz
BMW,X3,20,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,51895,US,Jet Black,Darien
Ford,Focus,25775,2017,2000,252,Hatchback,M,NA,5,Gasoline,17975,US,White,South River
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,21953,US,Mosaic Black Metallic,Douglaston
Ford,Edge,1822,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,30985,US,Oxford White,Clinton Township
Ford,Focus,160364,2013,2000,252,Hatchback,M,NA,5,Gasoline,10999,US,Black,Shelby Charter Twp
Chevrolet,Traverse,21355,2018,3600,310,SUV / Crossover,A,NA,8,Gasoline,27085,US,Satin Steel Metallic,Royal Oak
Mercedes-Benz,S-Class,4,2020,3000,NA,Sedan,A,NA,5,Gasoline,106785,US,Black,Paramus
BMW,X3,2433,2020,2000,248,SUV / Crossover,A,NA,5,Gasoline,52445,US,Black Sapphire Metallic,Darien
Subaru,Forester,42585,2015,2500,170,SUV / Crossover,M,NA,5,Gasoline,16575,US,Quartz Blue Pearl,South River
Mercedes-Benz,SL-Class,4,2019,4700,449,Convertible,A,NA,2,Gasoline,120040,US,designo® Diamond White Metallic,Paramus
BMW,X5,71118,2016,3000,300,SUV / Crossover,A,NA,5,Gasoline,24975,US,Sparkling Brown Metallic,Darien
Hyundai,Ioniq Hybrid Plug-In ,0,2020,1600,NA,Hatchback,A,NA,5,Gasoline,27415,US,WHITE,Danbury
Mercedes-Benz,E-Class,10,2020,3000,362,Coupe,A,NA,4,Gasoline,74655,US,White,Paramus
Toyota,RAV4,45095,2013,2500,176,SUV / Crossover,A,NA,5,Gasoline,17575,US,Shoreline Blue Pearl,South River
BMW,3 Series,40485,2017,2000,248,Sedan,A,NA,5,Gasoline,22775,US,Mineral Gray Metallic,Darien
BMW,X1,32595,2017,2000,228,SUV / Crossover,A,NA,5,Gasoline,25975,US,Mineral Gray Metallic,Darien
Nissan,Armada,59767,2011,5600,317,SUV / Crossover,A,NA,8,Gasoline,17975,US,Galaxy Black,South River
Mercedes-Benz,S-Class,5,2020,4000,463,Sedan,A,NA,5,Gasoline,119710,US,White,Paramus
BMW,3 Series,4249,2020,2000,255,Sedan,A,NA,5,Gasoline,46814,US,Jet Black,Darien
Chevrolet,Camaro,13012,2017,6200,650,Coupe,A,NA,4,Gasoline,54999,US,Gray,Shelby Charter Twp
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,8,Gasoline,34515,US,Summit White,Douglaston
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,7,Gasoline,42395,US,Mosaic Black Metallic,Douglaston
Chevrolet,Silverado 2500HD,193146,2015,6000,397,Pickup Truck,A,NA,6,Flex Fuel Vehicle,18999,US,White,Shelby Charter Twp
Mercedes-Benz,E-Class,8,2020,3000,362,Coupe,A,NA,4,Gasoline,74655,US,Polar White,Paramus
Lincoln,Aviator,0,2020,3000,494,SUV / Crossover,A,NA,6,Gasoline,80723,US,Pristine White,Novi
Chevrolet,Camaro,0,2021,3600,335,Convertible,M,NA,4,Gasoline,36040,US,Shadow Gray Metallic,Douglaston
Hyundai,Tucson,0,2020,2000,161,SUV / Crossover,A,NA,5,Gasoline,27520,US,GRAY,Danbury
Kia,Sportage,15,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26805,US,WHITE,Danbury
Jeep,Grand Cherokee,25,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,50980,US,Billet Silver,Queens Village
Toyota,Tacoma,93752,2007,4000,236,Pickup Truck,A,NA,5,Gasoline,16575,US,Indigo Ink Pearl,South River
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29450,US,Dark Persian Green Metallic,Clinton Township
Mercedes-Benz,SL-Class,4,2020,4700,449,Convertible,A,NA,2,Gasoline,120395,US,Black,Paramus
Hyundai,Elantra,35262,2017,2000,147,Sedan,A,NA,5,Gasoline,11986,US,Mineral Beige Pearl,Windsor Locks
Jeep,Grand Cherokee,44573,2017,3600,295,SUV / Crossover,A,NA,5,Gasoline,31995,US,Granite Crystal,Lititz
BMW,3 Series,4271,2020,2000,255,Sedan,A,NA,5,Gasoline,41475,US,Black Sapphire Metallic,Darien
BMW,X1,4003,2020,2000,228,SUV / Crossover,A,NA,5,Gasoline,38975,US,Dark Olive Metallic,Darien
Ford,Explorer,87718,2011,3500,290,SUV / Crossover,A,NA,7,Gasoline,15575,US,White Platinum Tri-Coat,South River
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26825,US,BLUE,Danbury
Ford,Edge,3,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,30985,US,Oxford White,Clinton Township
Lincoln,MKC,41721,2017,2000,240,SUV / Crossover,A,NA,5,Gasoline,18397,US,Ruby Red Tinted Clearcoat,Troy
Nissan,Rogue Sport,16102,2019,2000,141,SUV / Crossover,A,NA,5,Gasoline,15986,US,Glacier White,Windsor Locks
Chevrolet,Silverado 1500,0,2020,6200,355,Pickup Truck,A,NA,6,Gasoline,40050,US,Shadow Gray Metallic,Douglaston
Chevrolet,Cruze,27867,2017,1400,153,Sedan,A,NA,5,Gasoline,13486,US,Pepperdust Metallic,Windsor Locks
BMW,M3,70513,2013,4000,414,Coupe,A,NA,4,Gasoline,25975,US,Lt. Blue,South River
Jeep,Grand Cherokee,2,2019,3600,360,SUV / Crossover,A,NA,5,Gasoline,44235,US,Diamond Black Crystal Pearlcoat,Queens Village
Cadillac,XT4,10204,2019,2000,237,SUV / Crossover,A,NA,5,Gasoline,36900,US,Blue,Royal Oak
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,21953,US,Nightfall Gray Metallic,Douglaston
Kia,Sportage,14,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27100,US,RED,Danbury
Hyundai,Tucson,0,2021,2000,161,SUV / Crossover,A,NA,5,Gasoline,27690,US,BLUE,Danbury
Acura,TLX,27952,2017,3500,290,Sedan,A,NA,5,Gasoline,21986,US,BLACK,Windsor Locks
BMW,5 Series,54509,2015,2000,240,Sedan,A,NA,5,Gasoline,18575,US,Alpine White,South River
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27120,US,RED,Danbury
Subaru,Impreza,10473,2016,2000,NA,Hatchback,A,NA,5,Gasoline,17975,US,Crystal Black Silica,South River
Jeep,Grand Cherokee,2,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,51185,US,Bright White,Queens Village
INFINITI,JX35,86506,2013,3500,265,SUV / Crossover,A,NA,7,Gasoline,16575,US,Diamond Slate,South River
Mazda,MAZDA3,30153,2015,2000,155,Sedan,A,NA,5,Gasoline,14975,US,Jet Black Mica,South River
BMW,X3,41404,2017,2000,240,SUV / Crossover,A,NA,5,Gasoline,28975,US,Deep Sea Blue Metallic,Darien
BMW,X4,7,2020,3000,355,SUV / Crossover,A,NA,5,Gasoline,64945,US,Glacier Silver Metallic,Darien
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26825,US,GRAY,Danbury
Nissan,Rogue,21732,2017,2500,170,SUV / Crossover,A,NA,5,Gasoline,18986,US,Midnight Jade,Windsor Locks
Chevrolet,Equinox,0,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,21953,US,Nightfall Gray Metallic,Douglaston
Dodge,Dakota,139487,2007,4700,210,Pickup Truck,A,NA,6,,7999,US,White,Shelby Charter Twp
Volvo,C70,82285,2009,2500,227,Convertible,A,NA,4,Gasoline,8975,US,Magic Blue Metallic,South River
BMW,5 Series,32578,2018,3000,335,Sedan,A,NA,5,Gasoline,39975,US,Bluestone Metallic,Darien
Mercedes-Benz,S-Class,4,2020,3000,NA,Sedan,A,NA,5,Gasoline,107030,US,designo Diamond White Metallic,Paramus
Toyota,RAV4,54727,2018,2500,176,SUV / Crossover,A,NA,5,Gasoline,16986,US,Blue,Windsor Locks
BMW,3 Series,42543,2017,2000,248,Sedan,A,NA,5,Gasoline,26475,US,Mineral Gray Metallic,Darien
Dodge,Dakota,123204,2007,3700,210,Pickup Truck,A,NA,5,Gasoline,7499,US,Red,Shelby Charter Twp
BMW,3 Series,3437,2020,2000,255,Sedan,A,NA,5,Gasoline,42575,US,Mineral Grey Metallic,Darien
Chevrolet,Trax,35353,2017,1400,138,SUV / Crossover,A,NA,5,Gasoline,14278,US,Silver Ice Metallic,Royal Oak
Lincoln,Corsair,0,2020,2300,250,SUV / Crossover,A,NA,5,Gasoline,54126,US,Ceramic Pearl,Novi
Toyota,Corolla,10178,2020,1800,NA,Sedan,A,NA,5,Gasoline,16486,US,Silver,Windsor Locks
Ford,Fusion,18597,2017,2000,181,Sedan,A,NA,5,Gasoline,18995,US,Lightning Blue,Lititz
Nissan,Sentra,21740,2019,1800,124,Sedan,A,NA,5,Gasoline,14486,US,Deep Blue Pearl,Windsor Locks
Lincoln,Aviator,0,2020,3000,NA,SUV / Crossover,A,NA,7,Gasoline,65670,US,Ceramic Pearl,Novi
Mercedes-Benz,E-Class,5,2020,3000,362,Coupe,A,NA,4,Gasoline,74655,US,Polar White,Paramus
Kia,Sportage,13,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26825,US,GREY,Danbury
Hyundai,Tucson,1,2021,2000,161,SUV / Crossover,A,NA,5,Gasoline,27690,US,BLUE,Danbury
BMW,5 Series,264,2019,2000,248,Sedan,A,NA,5,Gasoline,60545,US,Glacier Silver Metallic,Darien
Hyundai,Elantra GT,19662,2019,2000,161,Hatchback,A,NA,5,Gasoline,14486,US,Scarlet Red Pearl,Windsor Locks
Mercedes-Benz,GLC-Class,54,2020,3000,385,SUV / Crossover,A,NA,5,Gasoline,75800,US,Mojave Silver Metallic,Paramus
Mercedes-Benz,S-Class,34,2020,4000,463,Sedan,A,NA,5,Gasoline,122195,US,Black,Paramus
Chevrolet,Cruze,25938,2017,1400,153,Hatchback,A,NA,5,Gasoline,13486,US,Kinetic Blue Metallic,Windsor Locks
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27120,US,RED,Danbury
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,8,Gasoline,36420,US,Mosaic Black Metallic,Douglaston
Lincoln,MKZ,0,2020,2000,245,Sedan,A,NA,5,Gasoline,44577,US,Magnetic Gray,Troy
Porsche,Cayenne,38120,2018,3600,300,SUV / Crossover,A,NA,5,Gasoline,52000,US,Moonlight Blue Metallic,Okemos
Chevrolet,Trax,0,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,22306,US,Mosaic Black Metallic,Douglaston
BMW,M5,16338,2018,4400,600,Sedan,A,NA,5,Gasoline,81275,US,Rhodonite Silver Metallic,Darien
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,7,Gasoline,42395,US,Mosaic Black Metallic,Douglaston
Chevrolet,Traverse,0,2020,3600,310,SUV / Crossover,A,NA,8,Gasoline,36420,US,Graphite Metallic,Douglaston
Lincoln,MKZ Hybrid,0,2020,2000,188,Sedan,A,NA,5,Hybrid,42646,US,Infinite Black,Troy
Porsche,Cayenne,84044,2008,4800,500,SUV / Crossover,A,NA,5,Gasoline,17975,US,Gray,South River
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27120,US,RED,Danbury
Mercedes-Benz,S-Class,7,2020,3000,NA,Sedan,A,NA,5,Gasoline,107030,US,designo Diamond White Metallic,Paramus
Toyota,Camry,35859,2015,3500,268,Sedan,A,NA,5,Gasoline,17575,US,Parisian Night Pearl,South River
Jeep,Gladiator,2,2020,3600,285,Pickup Truck,A,NA,5,Gasoline,57990,US,Gator,Queens Village
Lincoln,Navigator,86569,2011,5400,310,SUV / Crossover,A,NA,7,Flex Fuel Vehicle,18975,US,White Platinum Tri-Coat,South River
BMW,X5,4102,2020,3000,335,SUV / Crossover,A,NA,7,Gasoline,60393,US,Black Sapphire Metallic,Darien
Mercedes-Benz,S-Class,59,2020,4000,463,Sedan,A,NA,5,Gasoline,122345,US,Obsidian Black Metallic,Paramus
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26825,US,SILVER,Danbury
BMW,5 Series,4491,2020,2000,248,Sedan,A,NA,5,Gasoline,56000,US,Glacier Silver Metallic,Okemos
Jeep,Grand Cherokee,69004,2012,3600,360,SUV / Crossover,A,NA,5,Gasoline,16975,US,Deep Cherry Red Crystal Pearlcoat,South River
Hyundai,Tucson,0,2021,2000,161,SUV / Crossover,A,NA,5,Gasoline,27690,US,GRAY,Danbury
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,29450,US,Blue Metallic,Clinton Township
BMW,X5,50,2020,3000,335,SUV / Crossover,A,NA,7,Gasoline,65045,US,Black Sapphire Metallic,Darien
Hyundai,Elantra,36860,2019,2000,147,Sedan,A,NA,5,Gasoline,13486,US,Symphony Silver,Windsor Locks
Hyundai,Sonata,0,2020,2500,191,Sedan,A,NA,5,Gasoline,27835,US,BLUE,Danbury
Mercedes-Benz,GLE-Class,7,2021,3000,429,SUV / Crossover,A,NA,7,Gasoline,77175,US,Black,Paramus
Toyota,Corolla,10319,2020,1800,NA,Sedan,A,NA,5,Gasoline,16486,US,White,Windsor Locks
BMW,3 Series,35947,2015,2000,240,Sedan,A,NA,5,Gasoline,18975,US,Estoril Blue Metallic,South River
Nissan,Sentra,18561,2017,1800,130,Sedan,A,NA,5,Gasoline,12486,US,Brilliant Silver,Windsor Locks
Kia,Sportage,10,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,27135,US,BLACK,Danbury
BMW,3 Series,3882,2020,2000,255,Sedan,A,NA,5,Gasoline,42575,US,Mineral Grey Metallic,Darien
Kia,Sportage,11,2020,2400,181,SUV / Crossover,A,NA,5,Gasoline,26825,US,GREY,Danbury
Lincoln,MKZ,0,2020,2000,245,Sedan,A,NA,5,Gasoline,42652,US,Magnetic Gray,Troy
